utterance_id,text,emotion
Ses03M_script03_2_M019,Actually that's perfectly true.,neutral
Ses03M_impro08b_F016,Really?  No contract?,frustration
Ses05M_impro03_F016,Where is she right now?,happiness
Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,surprise
Ses02F_impro03_M007,That--that is the most romantic thing I have ever heard.,surprise
Ses05F_impro03_F027,"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",happiness
Ses04M_impro03_M021,"Yeah, yeah. She was actually -- she was going to tell you but I told her that I wanted to tell you and she had to work today anyway, so I decided to-",happiness
Ses02F_impro03_F012,You didn't know anything?,excited
Ses05M_script01_1b_F037,"I don't understand you, do I?",frustration
Ses01F_script03_1_F002,It had to happen sooner or later.  What are we going to do?,fear
Ses05F_impro03_F056,"You won't have trouble, You won't have trouble.",happiness
Ses04M_script01_1_F039,You don't want to think like that.,anger
Ses04F_impro01_M010,fill out this form and wait,frustration
Ses02M_script03_1_F006,Behave exquisitely.,happiness
Ses02M_script01_3_M022,"Yeah, I suppose I have been.  But it's going from me.",sadness
Ses04F_script02_2_M044,I don't know.  It seemed like a good spot to me.,neutral
Ses01F_script01_1_M037,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",frustration
Ses01M_impro07_F006,"Your housing, books, everything? That is incredible.",excited
Ses01M_script02_2_F005,They're all told the same thing.,frustration
Ses05M_script03_2_M044,oh! Marry you again? I wouldn't marry you again if you came crawling to me on bended knee.,anger
Ses01M_script03_1_M001,I wonder.,fear
Ses02F_impro05_F005,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.",surprise
Ses03F_script01_1_F025,And she-she's Larry's girl.,frustration
Ses03F_script01_3_M017,Why didn't you?,surprise
Ses05M_script02_1_M010,Do you want my jacket?,excited
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses04M_script01_1_F011,You can't say that to him.,anger
Ses03M_impro05b_M020,"You misplace a lot of, eight pieces of luggage.",anger
Ses03F_impro06_F014,"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",sadness
Ses01F_script01_1_M020,She's not Larry's girl.,frustration
Ses05M_impro01_F023,"Well, that's unfortunate, sir.  You're gonna have to go stand in the other line now.",anger
Ses01M_script02_2_F036,"I just can't help wishing that I was somebody, somewhere else.",sadness
Ses04F_impro05_F007,Wait.  What?,surprise
Ses05F_impro05_M047,"Well, it sounds to me like you're being ridiculous",frustration
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
Ses01M_impro07_M021,Oh you mean it's not really sport that what you're saying?,surprise
Ses05M_impro02_F008,What?,surprise
Ses05F_script02_1_M011,[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,excited
Ses03M_impro06_M028,Working for corporate America?  Wow.,sadness
Ses01M_script01_1_F001,When?,surprise
Ses02M_script02_2_F037,Don't be ridiculous. I mean don't you know that?,happiness
Ses05F_script01_3_M035,"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",sadness
Ses01M_script01_3_M025,you know over seas I was in command of the company?,sadness
Ses04M_script01_3_M035,"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",sadness
Ses04M_script02_1_M021,"Oh, it's a big night for these guys.  Uh, life's last orgy.",excited
Ses01M_impro01_F011,What do you expect me to do?,anger
Ses05M_impro07_M044,Because you're doing something you love.  That's the kind of busy you want.  I want to be able to do that for the rest of my life.  Be that kind of busy.,excited
Ses04M_impro07_F037,No.,neutral
Ses01F_impro05_M034,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",neutral
Ses02F_script02_2_M039,Yeah?,surprise
Ses01M_impro06_F023,Mmhmm.,neutral
Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,surprise
Ses02M_impro03_M021,"Oh yes, they - they you know they love her and so I mean...",happiness
Ses04M_impro04_F010,Excuse me?,surprise
Ses05F_script03_1_M007,With the most perfect poise.,excited
Ses01F_impro06_M000,"I'm sorry, Joy.",sadness
Ses05M_impro07_F041,"Wow, are you so excited?",excited
Ses04M_impro05_F014,We only cover fifty do-,frustration
Ses03M_script01_2_M010,What do you want me to do?  What do you want?,frustration
Ses03F_impro05_M009,Up to a limit of twenty five dollars.,neutral
Ses03M_impro02_F004,Where?  Who?  What are you talking about?,surprise
Ses02F_impro03_M023,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",happiness
Ses03M_impro04_F029,You got to be positive man.  You got to try to just--,neutral
Ses01M_script02_2_M012,Why not?,frustration
Ses03M_script01_3_M023,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",sadness
Ses01M_impro07_M021,Oh you mean it's not really sport that what you're saying?,surprise
Ses01F_impro05_F021,You are cruising for a bruising.  You are in so much trouble.,anger
Ses03M_impro03_F006,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",excited
Ses01M_script01_1_F003,What was he doing here at four in the morning?,surprise
Ses04F_impro08_F019,"Alright.  You know what, sir.  The customer is always right.",frustration
Ses02M_impro08_F023,Great.,happiness
Ses05F_impro08_F005,Uh- when's when's-,neutral
Ses01M_script01_1_M015,"Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?",frustration
Ses02F_script01_3_F016,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,happiness
Ses03M_impro08a_F023,Well you're not helping me at all.  God this is so frustrating.,frustration
Ses01M_script03_1_F002,What we're going to do?,fear
Ses03F_script02_1_M003,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",excited
Ses04M_impro01_M004,"This is -- okay, then just can I have the form that I need.",frustration
Ses05M_script01_3_M018,I kissed you.,surprise
Ses02M_script01_1_M021,See it isn't just my business-,anger
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses05M_impro02_F001,What?,surprise
Ses02F_impro03_M006,What?,surprise
Ses05M_impro07_M047,Great.  Okay.,excited
Ses01M_script02_2_M001,...to this spot for this massive celebration of like sex and death...,excited
Ses04M_script02_1_F012,I just don't.  It's stupid.,anger
Ses04M_script01_3_M031,a kind of responsibility.  Man for man.  You understand me?  And then I went home and it was incredible.,sadness
Ses03M_script02_1_M036,"I mean, think about this, I know you're not interested but just think about this for a minute.",excited
Ses01F_script02_1_M029,"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",neutral
Ses02M_script01_3_M004,What?,surprise
Ses05M_impro07_M043,"But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?",excited
Ses05M_impro02_F016,"Oh, my God.",fear
Ses05M_impro03_F026,Are you going to start right away?,neutral
Ses01F_script02_2_M016,"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",neutral
Ses02F_impro03_M010,No. I'm just as happy as you are.  This is--,happiness
Ses02F_impro07_F019,"Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate.",excited
Ses03F_impro08_F002,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-",neutral
Ses05M_impro02_F008,What?,surprise
Ses04F_script01_2_F016,"She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-",anger
Ses01F_script03_1_M000,Good God.,fear
Ses05F_impro02_M000,What is it?,neutral
Ses03M_impro07_F018,Oh great. I would love to go.,excited
Ses01F_impro05_M011,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neutral
Ses02M_script03_1_F016,"Well, what happens if one of us dies, does the one that's left still laugh?",fear
Ses04M_script01_1_M022,"Sometimes you infuriate me, you know that?  Isn't it your business, too, if I tell this to father and he throws a fit about it?  You have such a talent for ignoring things.",anger
Ses01M_script03_2_M030,"Oh very, very interesting Amanda.  How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know?  Intemperate tots.",anger
Ses04F_script01_3_M011,I'm embarrassing you.  I didn't want to tell it to you here.  I,happiness
Ses05F_impro03_F007,I know me neither.,excited
Ses04F_impro08_M025,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?",frustration
Ses03M_script02_2_M009,"Carla, can I ask you something?",frustration
Ses01M_script01_2_F008,"Nobody in this house dares take away her faith Joe.  Her- strangers might but not her father, not her brother.",frustration
Ses05M_impro07_M031,That would be perfect.,excited
Ses03M_script01_1_F001,"What do you mean. He couldn't have seen it. I was the first one up, he was still in bed.",surprise
Ses03F_script01_1_M045,Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.,anger
Ses01F_script03_1_F000,Is it them?,fear
Ses04F_impro02_M006,"I'll believe it, but- I'll believe it but it- I don't know that that's going to happen.",frustration
Ses05M_impro02_F015,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",fear
Ses04M_impro05_M015,You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.,anger
Ses05M_impro08_F025,"Yeah, accountability.  It's awesome.",happiness
Ses03M_impro02_F011,I don't care about the money.,frustration
Ses04F_script02_1_M006,Whose is it?,surprise
Ses05M_impro02_M001,"I know it's really crappy timing, but I don't have a choice.",sadness
Ses03M_impro05a_F002,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",neutral
Ses05M_impro02_M023,"I know.  I know.  I know.  But, you know what?  That doesn't mean it's gonna be me; does it?",sadness
Ses03M_impro03_M016,So Okay then and.,happiness
Ses02F_impro03_F016,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--",happiness
Ses02M_impro08_F018,So is there any- I mean what if they spend something again?,fear
Ses03F_script02_2_F018,You brought a bottle of champagne.,sadness
Ses02M_script01_3_M005,"The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",frustration
Ses02M_impro05_M008,"I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",frustration
Ses03M_impro06_F013,just things happen in life and you just...there's just no explanation you know?  We just don't...,sadness
Ses04M_script03_2_F035,"Not very funny, dear.  You'd better have some more brandy.",anger
Ses03M_script01_1_F017,Why?,anger
Ses02F_impro06_M017,I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--,neutral
Ses03M_impro02_M030,You tell her-- [BREATHING],sadness
Ses05M_script02_1_F019,We didn't see them the first time either.,frustration
Ses02M_script03_1_M015,"Certainly you must, we figures of fun all right.",excited
Ses04F_script03_1_F009,It's true the whole business is very poor joke.,excited
Ses05M_script02_1_F016,I'm just not.,sadness
Ses04M_script03_2_F051,"Never, never, never.  I'd rather die in torment. Beast brute.",anger
Ses05F_impro03_M063,just being polite now,happiness
Ses04F_script03_1_F029,"How ridiculous.  How utterly, utterly ridiculous.",excited
Ses03M_impro02_F004,Where?  Who?  What are you talking about?,surprise
Ses01F_script03_1_F000,Is it them?,fear
Ses01M_script01_2_M015,What does that mean? Me above all? What does that mean?,anger
Ses05M_script01_1b_M004,No.  I figured it was best to leave him alone.,sadness
Ses01M_impro04_F006,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--",neutral
Ses04M_impro02_M031,"Look, I--",frustration
Ses02F_impro07_F002,"Yeah, I'm so excited.  So I'm gonna say--",excited
Ses03F_script03_1_F002,"I mean, nobody knows we're here except for Freda and she wouldn't ring up.",fear
Ses02F_impro05_F005,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.",surprise
Ses05M_impro07_M016,We are gonna have a great time.,excited
Ses03M_impro03_F028,What?,surprise
Ses01F_script01_3_M030,"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",sadness
Ses04M_impro07_F036,Excuse me?,neutral
Ses01F_script03_1_M003,[BREATHING],fear
Ses05M_script03_2_M038,Turn it off!,anger
Ses03F_impro04_M015,How's the job? Still waiting tables at Denny's?,neutral
Ses01M_script01_3_M028,"Takes awhile to toss something like that off.  I mean they weren't just men, you know.",sadness
Ses01F_script01_3_F017,Every day since.,happiness
Ses01F_script03_2_M031,This is no time of year for Tunis.,neutral
Ses05M_impro02_F003,You didn't- Did you tell them you have two young children at home?,fear
Ses03F_script01_3_M017,Why didn't you?,surprise
Ses05F_impro05_M027,"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",frustration
Ses02M_impro08_M025,"Yes, um but  for- for that- for that charge we will need you to send something in but we can get you processed immediately for this, for this, for this new card. It still goes to the same address, right?",neutral
Ses05F_impro03_F027,"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",happiness
Ses02M_script01_3_M013,Why didn't you?,surprise
Ses03F_impro07_F003,Pregnant? What are you talking about? No.,surprise
Ses04F_script02_2_F029,No.,frustration
Ses04F_script01_1_M034,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",anger
Ses02M_impro03_M018,"No, but it was good.",excited
Ses01M_script01_3_F023,"Yeah, sure.",sadness
Ses03F_script02_1_M018,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,surprise
Ses03M_script02_1_M017,Do you want my jacket?,neutral
Ses02F_script03_1_F020,"Elliott, worms don't pop.",happiness
Ses01M_impro02_F019,Don't say that.,sadness
Ses03F_impro08_F018,The satellite-is down in your area.,frustration
Ses01M_impro07_F022,Who do you play? Like do--are you like... nationally ranked?,excited
Ses04F_impro03_M002,Are you serious?  You're getting married.,surprise
Ses02M_impro08_M003,"I- I'll give you a little hint, next time if it asks if you're on a rotary phone you know, just stay on the line instead of - instead of hitting one or two to say if you're like on a touch tone",neutral
Ses04M_impro07_M035,"No, I'm not going to go to a football game.",neutral
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses05F_impro05_M052,"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",neutral
Ses05F_impro01_M013,Don't ask me to have somebody else come over here and move you myself.  I can't come back over there.  I'll get security if you need me to.,frustration
Ses05F_script02_1_F014,"What are you so excited about?  I mean it's not--it's not rocket science we are talking about, its fish.  Its fish nobody even eats.",frustration
Ses04F_script03_2_F034,Very well if you insist on being boorish and idiotic.,anger
Ses04F_script01_3_M035,a sort of responsibility man for man.  You understand me?,sadness
Ses04M_impro02_M028,They won't let you come along.  It's not going to happen.,frustration
Ses04M_impro01_F015,I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day.  Maybe there will be a shorter line.,frustration
Ses04M_impro03_M031,"So, um, anyway, do you want to order now?   So, um I mean--",neutral
Ses01M_script02_1_F002,What flashlight?,surprise
Ses04M_impro03_F012,Well I don't know.  Throwing it out there.,excited
Ses05M_impro01_F015,There is nothing I can do about it.  You need to take this other form and fill it out and go stand in the other line.,frustration
Ses04M_impro07_M000,"Alright, so you're not going to believe this.  But I went home today. I looked through the mail.  And I got an acceptance letter from U.S.C..",excited
Ses04M_script01_2_F008,"She's not his girl, Joe.  She knows she's not.",anger
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses02F_script03_1_F006,Behave exquisitely.,happiness
Ses03M_script01_2_M011,But Kate...,frustration
Ses04F_script02_1_F020,That's the wind.,frustration
Ses04M_script01_1_F002,When?,surprise
Ses05M_script03_1_F011,Don't laugh at me.  I'm serious.,neutral
Ses03F_script03_1_F003,What are we to do?,fear
Ses03M_impro05a_F023,Okay.  We can get it here in about seven to ten business days.,neutral
Ses05M_impro03_M028,"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that.",happiness
Ses05M_impro02_F001,What?,surprise
Ses03M_impro07_F003,No way. Are you serious? Oh my God.  Congratulations. I'm so excited.,surprise
Ses01F_impro05_M032,"Badge number?  Uh, no.  You can just take my employee number I guess.",surprise
Ses05F_impro06_F011,"Yeah, he kind of did a lot of things, but we acted together, sometimes.",sadness
Ses01F_script01_2_F010,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",anger
Ses03F_impro07_M028,"No, I'll sleep in your bed. Cuddle up.",excited
Ses04F_script01_2_F010,Because she knows what I know that's why.  She's faithful as a rock.,anger
Ses02F_impro07_M023,Oh man.,excited
Ses03M_script02_2_M032,Yes it is.,anger
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses04F_impro04_F023,"Uhuh. Uhuh. Yeah, yeah. Good quote.",frustration
Ses01M_impro01_M013,You're very helpful.  What's your name?,frustration
Ses04F_impro07_M002,Get out.,surprise
Ses05F_script03_2_F040,"Oh, marry you again?  I must have been insane.  What was I thinking?  I mean, you're completely outrageous.",anger
Ses05M_impro06_M017,"No, you're right.  I don't.  You're right.",sadness
Ses04M_script03_1_M002,"It must be them, then.",fear
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses03M_impro05b_F019,"Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,",neutral
Ses03F_impro08_F011,"Do you have a land line, sir?",neutral
Ses05M_script03_1_F026,"Oh, It burnt my comb and all the towels in the bathroom.",excited
Ses05M_script01_3_M012,Why didn't you?,surprise
Ses02M_impro05_M004,"For some reason, so you think it won't show up?",surprise
Ses05M_impro02_F016,"Oh, my God.",fear
Ses05M_impro08_F022,"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now.",happiness
Ses01F_script02_1_F003,What flashlight?,surprise
Ses05M_script03_1_M002,Must be them then?,fear
Ses05F_impro03_F028,I know,happiness
Ses01F_impro03_M018,Wow.,surprise
Ses05M_script03_1_M015,uh- the- Being flippant brings out the acid in their damned beauty and light.,excited
Ses05F_impro04_M024,You know I would never let that happen.  I wouldn't let that happen.,neutral
Ses05M_impro01_F019,They're processed differently.,frustration
Ses05F_impro04_M042,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?",neutral
Ses04M_impro04_F010,Excuse me?,surprise
Ses05F_impro08_M004,"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",anger
Ses04F_script02_2_F010,We never do.  Do we have we ever?,anger
Ses05M_impro06_F010,If there's anything I can do to be there for you.,sadness
Ses03F_script01_1_F037,"I mean, you haven't seen her since the war. I mean, it's been five years.",frustration
Ses05M_impro03_M028,"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that.",happiness
Ses05M_script03_2_F002,Not at all.  I quite like it.  I wear it often.,neutral
Ses01M_script03_2_F041,"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.",anger
Ses03M_impro08a_M020,I'm sorry it has to do with an electrical power outage and stuff--,neutral
Ses05M_impro03_M002,"Yes, I did it.",excited
Ses03F_impro04_M003,"If you really want to do it-I mean,",neutral
Ses05F_impro08_M024,Really?,surprise
Ses05M_script01_3_F027,[LAUGHTER] What will I do with a fortune?,happiness
Ses04M_impro03_F010,"Oh, my God.",excited
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses01F_impro06_M011,You ran through the sprinklers in the cemetery?,neutral
Ses04F_impro02_F022,That's how you want to leave it?,anger
Ses02F_script03_1_F000,Do you think it's them?,fear
Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",sadness
Ses03M_script01_3_M002,Why?,surprise
Ses03M_impro02_M016,I don't know what to do.,sadness
Ses05M_impro05_M008,forever?,surprise
Ses02M_impro07_F002,"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?",surprise
Ses04F_script01_3_M044,Otherwise what you have is really just loot and there's blood on it.  I didn't want to take any of it.,sadness
Ses03F_impro08_F018,The satellite-is down in your area.,frustration
Ses04M_script01_1_F002,When?,surprise
Ses05M_script02_2_F038,Or not.,happiness
Ses02F_script03_2_M037,Turn it off.  It's driving me mad.,anger
Ses04M_script03_2_F016,It seems so silly to go on and on and on with such a thing.,frustration
Ses04M_impro08_F021,So you're just going to take care of this for me?,surprise
Ses03M_impro06_M022,He's supposed to be my best friend.,sadness
Ses03M_script01_3_M036,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,sadness
Ses05F_script02_2_F004,I am sorry.  It's just fish to me.,frustration
Ses01M_script02_2_F039,"Yes, don't be ridiculous.  Don't you know that?",surprise
Ses01M_impro07_M022,It's totally a sport. What are you talking about?,surprise
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses02F_impro03_F016,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--",happiness
Ses04M_impro01_M023,"Fine, which line is it?",frustration
Ses01F_script03_1_F002,It had to happen sooner or later.  What are we going to do?,fear
Ses02M_script02_1_M029,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested.",excited
Ses04M_script03_2_M001,I didn't hit you very hard.,neutral
Ses05F_script03_2_F018,"Um, It doesn't seem to have worked such wonders with you.",anger
Ses05M_impro02_F008,What?,surprise
Ses05F_impro06_F022,something happens and they die and it's like-,sadness
Ses01M_script03_1_M003,"We're okay, right darling?  Whatever happens, we're okay?",fear
Ses03M_script01_3_M042,And I didn't want to take any of it and I guess that included you.,sadness
Ses03F_impro05_M001,Did you- Did you check with the lost and found?,frustration
Ses03M_script03_2_F036,They are away in Tunis.,neutral
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses05M_script03_1_M011,"Being that sacred and wonderful thing, love.",excited
Ses05M_impro05_F012,"yeah, I don't know.",neutral
Ses01F_script01_3_M014,You felt something that far back?,surprise
Ses01M_impro04_M023,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,anger
Ses01M_script02_1_F002,What flashlight?,surprise
Ses05F_impro08_F025,yeah.,neutral
Ses05M_impro02_F016,"Oh, my God.",fear
Ses04F_impro03_F047,You haven't ruined it yet.,excited
Ses05M_script01_1_M023,She is not Larry's girl!,anger
Ses01M_impro07_M021,Oh you mean it's not really sport that what you're saying?,surprise
Ses03M_impro01_F008,You need to go back over there and fill it out again.,frustration
Ses02F_script03_1_F001,"Well, nobody know we're here except Freda and she wouldn't ring up.",fear
Ses04M_impro07_F000,"What, no way.",surprise
Ses01F_impro05_F030,A letter? I'll make a personal phone call.,anger
Ses05M_script01_2_M016,"What have I got to hide, Kate?  What the hell is the matter with you?",anger
Ses03M_impro05a_M024,What?  Are you kidding me?,anger
Ses03M_script02_2_M021,And you said let's get some champagne and I said time's a wasting or something like that.,neutral
Ses02F_impro03_F009,"like all they have And I was like, what's going on?  And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out.",excited
Ses03F_script02_2_M037,Yeah?,surprise
Ses01M_impro06_F007,Was it an accident?,neutral
Ses01M_script02_1_M043,Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...,excited
Ses04M_script02_2_M038,Yeah?,surprise
Ses03F_impro05_F008,Not to mention I have my work in there.,anger
Ses03F_impro06_M015,I don't know if Benny was smart like that- but-,sadness
Ses03M_script02_2_F025,No.,sadness
Ses04M_script03_1_M001,I wonder.,fear
Ses04F_impro07_M063,Dorky?,neutral
Ses03M_impro08a_F015,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,anger
Ses02F_script03_1_F023,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,happiness
Ses03M_impro02_F035,"Priorities honey, priorities.",frustration
Ses01M_impro03_F025,"you're a lucky, lucky, lucky man.",excited
Ses05M_impro07_M017,"[garbage] I'm going to live on campus.  I mean, well, around campus, anyway.  Yeah, housing around campus.",excited
Ses01M_script02_2_M053,"If we are really quiet, the fish might come.",happiness
Ses04M_script03_1_M001,I wonder.,fear
Ses03M_script01_3_M045,Annie I'm going to make a fortune for you.,happiness
Ses04F_script03_2_F030,Why?,anger
Ses03M_impro07_F013,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.",happiness
Ses01M_script01_1_F001,When?,surprise
Ses01M_script01_3_M026,Well I lost them.,sadness
Ses02M_script01_3_M015,"Ann, why didn't you let me know?",excited
Ses01F_impro05_F014,"You're kidding me, this is a joke.",anger
Ses01F_impro04_F019,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",frustration
Ses05M_impro07_F007,I heard it's so tough to get into.,happiness
Ses01F_impro04_F029,Who do you think you are?,anger
Ses03M_impro07_M004,Yeah.,excited
Ses02M_impro08_F018,So is there any- I mean what if they spend something again?,fear
Ses01F_script01_1_F009,What do you want to do?  Argue with him?,frustration
Ses02M_impro08_M030,you know it gets- it gets difficult you know so Alright.,neutral
Ses03M_impro02_M022,I'm so close.  Five more years and I retire-,frustration
Ses03F_impro08_F000,"Hello sir, can I help you?",neutral
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",fear
Ses05F_impro03_F033,"Yeah, she loves him.",happiness
Ses02F_script03_2_M039,"Amanda, listen. listen",anger
Ses02F_impro06_M016,"No, you'll never forget him.",neutral
Ses05M_impro03_F018,yes.,excited
Ses03F_script01_1_F045,Tell me something.,neutral
Ses01F_script03_2_M001,However I believe the real cause of that row was Peter Burden.,neutral
Ses04M_script03_2_F051,"Never, never, never.  I'd rather die in torment. Beast brute.",anger
Ses01M_impro02_F002,Are you kidding me?,surprise
Ses03M_script02_2_M042,"Hey, look what we got here.",happiness
Ses01F_impro06_F016,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",neutral
Ses05M_impro02_F016,"Oh, my God.",fear
Ses05M_script03_1_M032,I should never forget his face. [LAUGHTER],excited
Ses04M_impro03_F010,"Oh, my God.",excited
Ses02M_script02_1_M022,Why not?,surprise
Ses03M_impro06_F020,Now I can't.,sadness
Ses02F_impro02_F006,"Their not gonna let you.  You have to stay home and I have to go.  I mean, that's all--",sadness
Ses05F_impro07_F033,[LAUGHTER],excited
Ses03F_impro04_M013,See? So you can't just quit now.,neutral
Ses05F_script03_1_F010,The whole business is really rather ridiculous.,neutral
Ses02M_script03_1_M031,I'll never forget his face.,happiness
Ses04F_impro07_F033,I know.,excited
Ses04F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",neutral
Ses03M_script01_2_F001,Well she's been away for three and a half years in New York and suddenly she just shows up.,anger
Ses05M_script01_3_F012,Everyday since.,happiness
Ses05F_script02_1_M033,"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up.",excited
Ses04M_impro01_M012,"Can I pay you money?  Can I give you, like, twenty bucks and you'll go back there and get the form?",frustration
