session,dialogue,utterance_id,start,end,text,emotion,audio_path,video_dialog_path
Session4,Ses04M_impro02,Ses04M_impro02_F022,245.85,249.41,Well it doesn't seem like you're that bothered by it.,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro02\Ses04M_impro02_F022.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro02.avi
Session4,Ses04M_script03_1,Ses04M_script03_1_F001,10.58,13.54,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_F001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_1.avi
Session5,Ses05F_script02_2,Ses05F_script02_2_F015,181.4813,192.0072,"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.",happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_2\Ses05F_script02_2_F015.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script02_2.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_F029,250.22,262.43,"The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER]  How utterly, utterly ridiculous.",happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_F029.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session3,Ses03M_impro03,Ses03M_impro03_M030,190.395,193.3989,"You got to meet her, she's wonderful.",happiness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro03\Ses03M_impro03_M030.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro03.avi
Session1,Ses01M_impro05,Ses01M_impro05_M025,160.02,167.01,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro05\Ses01M_impro05_M025.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro05.avi
Session5,Ses05M_impro05,Ses05M_impro05_M006,39.31,41.48,"Well, I would hope so.",neutral,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro05\Ses05M_impro05_M006.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro05.avi
Session4,Ses04M_impro06,Ses04M_impro06_F004,51.48,56.8564,"But, I'm here if there's anything you need.  I mean, you just have to ask.  I know --",sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro06\Ses04M_impro06_F004.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro06.avi
Session3,Ses03M_impro05b,Ses03M_impro05b_M030,215.17,219.15,Okay.  And you're going to give me what for my inconvenience?,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro05b\Ses03M_impro05b_M030.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro05b.avi
Session5,Ses05M_impro02,Ses05M_impro02_F019,165.47,170.67,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F019.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session5,Ses05F_impro08,Ses05F_impro08_F004,39.37,41.57,"yeah, I understand.",neutral,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro08\Ses05F_impro08_F004.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro08.avi
Session3,Ses03M_impro07,Ses03M_impro07_F005,31.64,38.71,I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?,surprise,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro07\Ses03M_impro07_F005.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro07.avi
Session5,Ses05M_impro04,Ses05M_impro04_M015,105.699,110.77,"but Maybe they don't want to hire me because they know me. I don't know, what's wrong with me, Is there something wrong with me?",frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro04\Ses05M_impro04_M015.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro04.avi
Session2,Ses02M_impro01,Ses02M_impro01_M008,52.44,54.53,three hours and,anger,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro01\Ses02M_impro01_M008.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_impro01.avi
Session5,Ses05F_script02_1,Ses05F_script02_1_M011,100.25,108.8959,[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_1\Ses05F_script02_1_M011.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script02_1.avi
Session5,Ses05F_impro03,Ses05F_impro03_M002,9.61,10.97,Shut up.,surprise,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro03\Ses05F_impro03_M002.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro03.avi
Session4,Ses04F_script02_1,Ses04F_script02_1_F012,124.38,127.19,I just don't.  It's stupid.,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_1\Ses04F_script02_1_F012.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script02_1.avi
Session4,Ses04M_impro08,Ses04M_impro08_F010,85.65,88.53,So could you discretion it back?,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro08\Ses04M_impro08_F010.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro08.avi
Session2,Ses02F_impro03,Ses02F_impro03_F018,141.21,148.237,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--",happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_F018.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro03.avi
Session5,Ses05M_impro02,Ses05M_impro02_F002,22.25,24.19,"What?  No, you can't!",fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro02\Ses05M_impro02_F002.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro02.avi
Session3,Ses03M_script01_3,Ses03M_script01_3_M029,254.1683,256.6762,Just about all.,sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_3\Ses03M_script01_3_M029.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script01_3.avi
Session4,Ses04F_script02_1,Ses04F_script02_1_F017,189.91,191.9113,Yes.,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_1\Ses04F_script02_1_F017.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script02_1.avi
Session5,Ses05M_impro07,Ses05M_impro07_F022,97.67,100.53,Oh I'm so glad.,excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro07\Ses05M_impro07_F022.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro07.avi
Session5,Ses05F_impro03,Ses05F_impro03_F008,26.06,30.77,"Right, I thought I would be way older too. I thought I would be I be at least thirty something.",excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro03\Ses05F_impro03_F008.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro03.avi
Session2,Ses02F_script02_2,Ses02F_script02_2_M013,111.46,114.75,It's just fish.  Nothing to get traumatized about.,neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_M013.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script02_2.avi
Session5,Ses05M_impro05,Ses05M_impro05_M021,132.65,135.01,That would be great.  Thank you very much.,frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro05\Ses05M_impro05_M021.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro05.avi
Session1,Ses01F_script02_2,Ses01F_script02_2_F047,473.6101,476.5559,Or not.,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_2\Ses01F_script02_2_F047.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script02_2.avi
Session5,Ses05M_impro03,Ses05M_impro03_F008,106.14,108.33,so cute.,happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro03\Ses05M_impro03_F008.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro03.avi
Session4,Ses04M_script01_1,Ses04M_script01_1_F008,71.46,73.2221,What?,surprise,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script01_1\Ses04M_script01_1_F008.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script01_1.avi
Session1,Ses01M_script03_2,Ses01M_script03_2_F003,29.61,34.19,Presents? It was a trivial little broach.,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_F003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_2.avi
Session5,Ses05F_script01_1,Ses05F_script01_1_F035,333.8,339.38,Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?,frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_1\Ses05F_script01_1_F035.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script01_1.avi
Session3,Ses03F_script01_3,Ses03F_script01_3_M017,149.0428,151.6128,Why didn't you?,surprise,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_3\Ses03F_script01_3_M017.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_3.avi
Session1,Ses01F_impro03,Ses01F_impro03_F000,4.88,7.74,Well Vegas was awesome.,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F000.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_M001,7.29,9.18,I wonder.,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_M001.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session4,Ses04M_script03_2,Ses04M_script03_2_F045,278.33,279.09,Stop.,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_F045.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script03_2.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_M003,20.2958,24.1903,"We're okay, right darling?  Whatever happens, we're okay?",fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session3,Ses03F_impro07,Ses03F_impro07_M013,72.0606,76.4727,"Oh, Jesus. That is so amazing.",excited,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro07\Ses03F_impro07_M013.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro07.avi
Session4,Ses04M_impro05,Ses04M_impro05_M014,98.45,103.84,"No, no, because, look, I don't care what your policy says.  I mean--",anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro05\Ses04M_impro05_M014.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro05.avi
Session5,Ses05M_script03_1,Ses05M_script03_1_M026,187.72,191.98,The one where you bought that little painted wooden stake and you put it on my bed.,excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script03_1\Ses05M_script03_1_M026.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script03_1.avi
Session4,Ses04F_impro04,Ses04F_impro04_M020,167.43,171.54,"and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,",neutral,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro04\Ses04F_impro04_M020.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro04.avi
Session4,Ses04F_script02_2,Ses04F_script02_2_M007,65.13,75.59,"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go oh, ah look at the fish.  They go home.  We go home.",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_2\Ses04F_script02_2_M007.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script02_2.avi
Session2,Ses02F_impro03,Ses02F_impro03_M022,207.5653,211.0588,"Oh, I approve. I-[LAUGHTER]-I more than approve.",happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_M022.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro03.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_M036,256.85,262.0325,[LAUGHTER] I'll never forget his face. [LAUGHTER],happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_M036.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session5,Ses05F_impro02,Ses05F_impro02_M019,137.69,141.91,"Your Your mom, you want me to move in with your mom?",surprise,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M019.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro02.avi
Session2,Ses02F_script02_1,Ses02F_script02_1_M040,261.74,271.7,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,excited,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_1\Ses02F_script02_1_M040.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script02_1.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_M003,20.2958,24.1903,"We're okay, right darling?  Whatever happens, we're okay?",fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session2,Ses02F_impro01,Ses02F_impro01_F001,16.484,19.7791,My--my original birth certificate?  But I don't carry that with me.,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro01\Ses02F_impro01_F001.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro01.avi
Session5,Ses05M_script03_1,Ses05M_script03_1_M028,203.25,205.72,How long did that roue last?,excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script03_1\Ses05M_script03_1_M028.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script03_1.avi
Session1,Ses01M_impro07,Ses01M_impro07_M011,80.6825,83.82,Professional softball player Malibu. [LAUGHTER],happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro07\Ses01M_impro07_M011.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro07.avi
Session5,Ses05F_impro04,Ses05F_impro04_M042,397.22,402.24,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?",neutral,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro04\Ses05F_impro04_M042.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro04.avi
Session5,Ses05M_script03_1,Ses05M_script03_1_F000,5.15,6.5,Do you think it's them?,fear,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script03_1\Ses05M_script03_1_F000.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script03_1.avi
Session5,Ses05M_impro08,Ses05M_impro08_F021,169.09,171.97,Wow.  That would be amazing.  Really?,surprise,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro08\Ses05M_impro08_F021.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro08.avi
Session5,Ses05F_script01_1,Ses05F_script01_1_M007,63.8,70.23,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_1\Ses05F_script01_1_M007.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script01_1.avi
Session1,Ses01M_script03_2,Ses01M_script03_2_F003,29.61,34.19,Presents? It was a trivial little broach.,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_F003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_2.avi
Session3,Ses03F_script01_3,Ses03F_script01_3_M009,96.23,102.0864,"I, I guess that's why I asked you to come.",happiness,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_3\Ses03F_script01_3_M009.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_3.avi
Session4,Ses04F_script01_3,Ses04F_script01_3_M011,79.5288,84.3762,I'm embarrassing you.  I didn't want to tell it to you here.  I,happiness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_3\Ses04F_script01_3_M011.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_3.avi
Session2,Ses02F_script02_2,Ses02F_script02_2_M039,337.84,339.03,Yeah?,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_M039.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script02_2.avi
Session5,Ses05F_script02_2,Ses05F_script02_2_M031,308.595,312.7386,"No, I know me either.",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_2\Ses05F_script02_2_M031.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script02_2.avi
Session2,Ses02F_impro05,Ses02F_impro05_F006,82.29,90.68,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",anger,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro05\Ses02F_impro05_F006.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro05.avi
Session4,Ses04M_impro01,Ses04M_impro01_M022,135.0,138.93,"Please, will you please -- will you please just grab the form?",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro01\Ses04M_impro01_M022.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro01.avi
Session1,Ses01M_impro05,Ses01M_impro05_F026,133.83,136.87,people wouldn't Fly our airline.,neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro05\Ses01M_impro05_F026.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro05.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_F030,262.46,269.64,[LAUGHTER] And very much sillier.,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_F030.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session1,Ses01M_impro01,Ses01M_impro01_M027,130.72,134.185,"I did not come in here to get in a yelling match with you, all right?",frustration,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro01\Ses01M_impro01_M027.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro01.avi
Session3,Ses03M_impro06,Ses03M_impro06_M017,117.015,121.9555,"-do I miss him or do I hate him, you know?",sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro06\Ses03M_impro06_M017.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro06.avi
Session3,Ses03M_script02_1,Ses03M_script02_1_M044,351.0115,353.0475,It certainly is not.  It's,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_1\Ses03M_script02_1_M044.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script02_1.avi
Session3,Ses03M_impro03,Ses03M_impro03_M003,14.1525,21.7776,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,excited,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro03\Ses03M_impro03_M003.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro03.avi
Session3,Ses03M_impro03,Ses03M_impro03_F012,81.5456,86.9756,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,happiness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro03\Ses03M_impro03_F012.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro03.avi
Session4,Ses04F_script01_1,Ses04F_script01_1_M034,271.93,278.0668,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_M034.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_1.avi
Session5,Ses05F_impro01,Ses05F_impro01_F008,65.34,69.58,"So could I maybe get the form from you, fill it out here- and maybe you could-",neutral,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro01\Ses05F_impro01_F008.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro01.avi
Session2,Ses02F_script03_1,Ses02F_script03_1_F001,8.75,12.49,"Well, nobody know we're here except Freda and she wouldn't ring up.",fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_1\Ses02F_script03_1_F001.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script03_1.avi
Session3,Ses03F_impro08,Ses03F_impro08_F004,37.44,41.09,"Okay, and this is for Verizon? Your provider?",neutral,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_F004.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro08.avi
Session4,Ses04M_script01_1,Ses04M_script01_1_M021,153.76,157.4947,"Well, then you know it's not only my business.",anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script01_1\Ses04M_script01_1_M021.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script01_1.avi
Session4,Ses04M_impro04,Ses04M_impro04_M014,147.34,149.5,"You know what, this is your fault.",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro04\Ses04M_impro04_M014.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro04.avi
Session3,Ses03M_script01_3,Ses03M_script01_3_M016,143.6775,146.3948,You felt something that far back.,happiness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_3\Ses03M_script01_3_M016.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script01_3.avi
Session4,Ses04F_impro02,Ses04F_impro02_F013,177.53,179.68,What do you want me to do?,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro02\Ses04F_impro02_F013.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro02.avi
Session4,Ses04F_impro04,Ses04F_impro04_F013,125.86,132.94,I don't even- I mean you have to have some kind of an idea.  Something you could possibly throw out there that I could maybe use.,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro04\Ses04F_impro04_F013.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro04.avi
Session2,Ses02M_script03_2,Ses02M_script03_2_M023,121.9662,123.7391,They snap.,frustration,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_2\Ses02M_script03_2_M023.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_2.avi
Session5,Ses05F_script02_2,Ses05F_script02_2_F030,341.9774,349.5294,"For heaven's sake Augie, wherever I am I always wanted to be with you.",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_2\Ses05F_script02_2_F030.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script02_2.avi
Session2,Ses02F_impro08,Ses02F_impro08_M005,55.8649,61.445,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro08\Ses02F_impro08_M005.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro08.avi
Session2,Ses02M_script03_1,Ses02M_script03_1_M029,186.723,189.3062,"That was a rouser, wasn't it?",happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_M029.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_1.avi
Session4,Ses04M_script02_2,Ses04M_script02_2_M001,12.36,14.25,What I said.,neutral,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script02_2\Ses04M_script02_2_M001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script02_2.avi
Session2,Ses02M_script03_1,Ses02M_script03_1_M002,11.5341,13.4564,Must be them then.,fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_M002.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_1.avi
Session2,Ses02F_script01_1,Ses02F_script01_1_F035,281.74,283.66,What the hell is this?,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F035.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script01_1.avi
Session5,Ses05M_script01_1,Ses05M_script01_1_M021,164.38,170.81,You infuriate me sometimes.  Do you know that?  God.,anger,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_1\Ses05M_script01_1_M021.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script01_1.avi
Session2,Ses02F_script01_3,Ses02F_script01_3_F029,357.69,360.06,What'll I do with a fortune?,happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F029.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script01_3.avi
Session5,Ses05M_impro03,Ses05M_impro03_M031,210.58,215.29,But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.,happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro03\Ses05M_impro03_M031.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro03.avi
Session3,Ses03M_impro05b,Ses03M_impro05b_M021,167.08,168.81,Are you kidding me?,anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro05b\Ses03M_impro05b_M021.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro05b.avi
Session4,Ses04M_impro08,Ses04M_impro08_F021,183.13,185.35,So you're just going to take care of this for me?,surprise,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro08\Ses04M_impro08_F021.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro08.avi
Session3,Ses03F_impro08,Ses03F_impro08_F023,134.11,137.9625,"Oh, well, I'm sorry about that. Umm- We-",neutral,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_F023.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro08.avi
Session1,Ses01F_impro03,Ses01F_impro03_M018,87.6425,89.08,Wow.,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M018.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session2,Ses02M_script03_1,Ses02M_script03_1_M000,5.5365,7.2541,Good God.,fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_M000.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script03_1.avi
Session1,Ses01F_impro02,Ses01F_impro02_F017,169.36,176.015,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F017.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro02.avi
